,Frequency,dB,Phase
1712,871500000.0,17.506228,-177.79398
1713,872000000.0,17.5042839,-179.20407
1714,872500000.0,17.4981318,179.3726
1715,873000000.0,17.4921384,177.97433
1716,873500000.0,17.4874959,176.53287
1717,874000000.0,17.485198,175.11998
1718,874500000.0,17.483546699999998,173.72458
1719,875000000.0,17.4772468,172.2919
1720,875500000.0,17.4718785,170.88908
1721,876000000.0,17.4687052,169.45314
1722,876500000.0,17.4673123,168.04942
1723,877000000.0,17.460648499999998,166.63557
1724,877500000.0,17.456162499999998,165.19847
1725,878000000.0,17.4574032,163.77771
1726,878500000.0,17.4505115,162.36702
1727,879000000.0,17.4459691,160.94879
1728,879500000.0,17.4431577,159.52428
1729,880000000.0,17.4392838,158.11113
1730,880500000.0,17.4340138,156.69736
1731,881000000.0,17.4331203,155.27348
1732,881500000.0,17.4251885,153.85349
1733,882000000.0,17.4224348,152.43172
1734,882500000.0,17.4182353,151.00313
1735,883000000.0,17.4143357,149.59109
1736,883500000.0,17.4120369,148.1752
1737,884000000.0,17.4089198,146.7504
1738,884500000.0,17.4043703,145.32425
1739,885000000.0,17.4020576,143.90518
1740,885500000.0,17.3984337,142.4986
1741,886000000.0,17.3941741,141.06367
1742,886500000.0,17.3894749,139.65675
1743,887000000.0,17.3846111,138.22766
1744,887500000.0,17.3820353,136.8181
1745,888000000.0,17.3763165,135.3981
1746,888500000.0,17.3720303,133.96233
1747,889000000.0,17.3684568,132.54913
1748,889500000.0,17.3651814,131.12627
1749,890000000.0,17.3611212,129.72316
1750,890500000.0,17.3577127,128.28621
1751,891000000.0,17.3549662,126.87422
1752,891500000.0,17.350533,125.42075
1753,892000000.0,17.3458371,124.01682
1754,892500000.0,17.3438044,122.58951
1755,893000000.0,17.3408604,121.16675
1756,893500000.0,17.3315449,119.74213
1757,894000000.0,17.3290296,118.31171
1758,894500000.0,17.3278308,116.90332
1759,895000000.0,17.3207746,115.48158
1760,895500000.0,17.3181682,114.05135
1761,896000000.0,17.313974899999998,112.63165
1762,896500000.0,17.3095031,111.21066
1763,897000000.0,17.3087492,109.78447
1764,897500000.0,17.3000245,108.37195
1765,898000000.0,17.295836,106.93649
1766,898500000.0,17.2938781,105.49962
1767,899000000.0,17.2855506,104.091
1768,899500000.0,17.2786803,102.65902
1769,900000000.0,17.2799048,101.24018
1770,900500000.0,17.2769337,99.807533
1771,901000000.0,17.2710314,98.404137
1772,901500000.0,17.2680278,96.96637
1773,902000000.0,17.2611694,95.518661
1774,902500000.0,17.2592607,94.121124
1775,903000000.0,17.2520199,92.693314
1776,903500000.0,17.2483988,91.249344
1777,904000000.0,17.2444644,89.822372
1778,904500000.0,17.2383237,88.410477
1779,905000000.0,17.2329779,86.979431
1780,905500000.0,17.2297831,85.570366
1781,906000000.0,17.223774,84.136673
1782,906500000.0,17.2185712,82.701309
1783,907000000.0,17.2140861,81.292282
1784,907500000.0,17.2115479,79.878639
1785,908000000.0,17.206728,78.44767
1786,908500000.0,17.2019076,77.001366
1787,909000000.0,17.1932802,75.600449
1788,909500000.0,17.1926475,74.166847
1789,910000000.0,17.1855607,72.747238
1790,910500000.0,17.1805811,71.32975
1791,911000000.0,17.1764908,69.909698
1792,911500000.0,17.1677885,68.467857
1793,912000000.0,17.165499699999998,67.049294
1794,912500000.0,17.1623778,65.625732
1795,913000000.0,17.1568389,64.202484
1796,913500000.0,17.151227,62.779411
1797,914000000.0,17.1471071,61.357059
1798,914500000.0,17.1420617,59.93301
1799,915000000.0,17.137293800000002,58.539795
1800,915500000.0,17.1321888,57.097092
1801,916000000.0,17.1232576,55.684998
1802,916500000.0,17.121232499999998,54.250389
1803,917000000.0,17.1143513,52.844936
1804,917500000.0,17.1101027,51.411736
1805,918000000.0,17.1042356,49.995445
1806,918500000.0,17.0970478,48.594757
1807,919000000.0,17.0932617,47.141365
1808,919500000.0,17.0858059,45.73259
1809,920000000.0,17.0829964,44.311069
1810,920500000.0,17.0769281,42.896465
1811,921000000.0,17.0726027,41.469349
1812,921500000.0,17.065253300000002,40.037716
1813,922000000.0,17.0600228,38.637386
1814,922500000.0,17.0541306,37.200283
1815,923000000.0,17.0506101,35.806187
1816,923500000.0,17.0459228,34.371258
1817,924000000.0,17.0394578,32.951942
1818,924500000.0,17.0312762,31.549812
1819,925000000.0,17.029951099999998,30.122272
1820,925500000.0,17.02142,28.699261
1821,926000000.0,17.0145302,27.290756
1822,926500000.0,17.0104742,25.851999
1823,927000000.0,17.0071421,24.447903
1824,927500000.0,16.9993515,23.058935
1825,928000000.0,16.9967151,21.610096
1826,928500000.0,16.990962,20.218658
1827,929000000.0,16.9842386,18.788883
1828,929500000.0,16.9772673,17.383307
1829,930000000.0,16.9741173,15.958775
1830,930500000.0,16.9700694,14.543645
1831,931000000.0,16.963338399999998,13.13344
1832,931500000.0,16.9556723,11.731823
1833,932000000.0,16.951535200000002,10.307505
1834,932500000.0,16.9436369,8.8823509
1835,933000000.0,16.939979100000002,7.4801774
1836,933500000.0,16.9331512,6.0440187
1837,934000000.0,16.9282498,4.6552811
1838,934500000.0,16.9249825,3.239603
1839,935000000.0,16.9175234,1.8366554
1840,935500000.0,16.9132738,0.41526484
1841,936000000.0,16.9080725,-1.0046229
1842,936500000.0,16.8989115,-2.4027424
1843,937000000.0,16.8967609,-3.8343546
1844,937500000.0,16.8905907,-5.2336946
1845,938000000.0,16.8893604,-6.6468453
1846,938500000.0,16.8810964,-8.0711021
1847,939000000.0,16.8744769,-9.4593029
1848,939500000.0,16.8703284,-10.880275
1849,940000000.0,16.8661499,-12.295724
1850,940500000.0,16.8602567,-13.7042
1851,941000000.0,16.854876,-15.109574
1852,941500000.0,16.8514843,-16.523708
1853,942000000.0,16.8481259,-17.930449
1854,942500000.0,16.8378983,-19.341263
1855,943000000.0,16.8358521,-20.745213
1856,943500000.0,16.8320313,-22.167049
1857,944000000.0,16.825471399999998,-23.585051
1858,944500000.0,16.8214307,-25.004768
1859,945000000.0,16.8152609,-26.414181
1860,945500000.0,16.8120327,-27.804743
1861,946000000.0,16.806098,-29.224253
1862,946500000.0,16.8025808,-30.626049
1863,947000000.0,16.7960243,-32.064045
1864,947500000.0,16.79177,-33.451275
1865,948000000.0,16.7908034,-34.868267
1866,948500000.0,16.784441,-36.291016
1867,949000000.0,16.7778845,-37.689022
1868,949500000.0,16.7727437,-39.096107
1869,950000000.0,16.768521800000002,-40.516121
1870,950500000.0,16.7645359,-41.925678
1871,951000000.0,16.7594466,-43.321224
1872,951500000.0,16.7577257,-44.742058
1873,952000000.0,16.750478700000002,-46.161877
1874,952500000.0,16.7430735,-47.55772
1875,953000000.0,16.7435503,-48.952019
1876,953500000.0,16.7400184,-50.363464
1877,954000000.0,16.7388053,-51.779434
1878,954500000.0,16.733243899999998,-53.180225
1879,955000000.0,16.7262435,-54.619278
1880,955500000.0,16.7250075,-56.014748
1881,956000000.0,16.7185788,-57.433372
1882,956500000.0,16.7152686,-58.827019
1883,957000000.0,16.7099271,-60.254715
1884,957500000.0,16.7083421,-61.66827
1885,958000000.0,16.7037606,-63.07251
1886,958500000.0,16.6978183,-64.476074
1887,959000000.0,16.6947894,-65.900284
1888,959500000.0,16.691201200000002,-67.30751
1889,960000000.0,16.6882896,-68.699226
1890,960500000.0,16.6829367,-70.106613
1891,961000000.0,16.678729099999998,-71.52916
1892,961500000.0,16.6770496,-72.939171
1893,962000000.0,16.6740589,-74.336845
1894,962500000.0,16.671474,-75.746002
1895,963000000.0,16.666018,-77.155823
1896,963500000.0,16.6625023,-78.571457
1897,964000000.0,16.6604681,-79.974785
1898,964500000.0,16.6555972,-81.398155
1899,965000000.0,16.6498952,-82.796097
1900,965500000.0,16.6480012,-84.224503
1901,966000000.0,16.6455722,-85.630058
1902,966500000.0,16.6422052,-87.044182
1903,967000000.0,16.6393018,-88.445801
1904,967500000.0,16.6342411,-89.852165
1905,968000000.0,16.6338954,-91.265686
1906,968500000.0,16.6279826,-92.691452
1907,969000000.0,16.624490299999998,-94.09922
1908,969500000.0,16.6219258,-95.507614
1909,970000000.0,16.6148944,-96.925911
1910,970500000.0,16.6149306,-98.323883
1911,971000000.0,16.6104345,-99.754807
1912,971500000.0,16.606874,-101.1599
1913,972000000.0,16.605267,-102.57606
1914,972500000.0,16.6006579,-104.00528
1915,973000000.0,16.5973501,-105.42548
1916,973500000.0,16.5926862,-106.8188
1917,974000000.0,16.5922832,-108.25291
1918,974500000.0,16.5898824,-109.65736
1919,975000000.0,16.5838952,-111.05736
1920,975500000.0,16.5835586,-112.48666
1921,976000000.0,16.5792327,-113.89225
1922,976500000.0,16.5762372,-115.32127
1923,977000000.0,16.5733519,-116.72356
1924,977500000.0,16.5660481,-118.12318
1925,978000000.0,16.5664577,-119.55527
1926,978500000.0,16.5631089,-120.97316
1927,979000000.0,16.5599923,-122.39548
1928,979500000.0,16.5577416,-123.80829
1929,980000000.0,16.553534,-125.22404
1930,980500000.0,16.5524998,-126.62177
1931,981000000.0,16.5464282,-128.05742
1932,981500000.0,16.544064,-129.4727
1933,982000000.0,16.541564,-130.87984
1934,982500000.0,16.5369873,-132.3114
1935,983000000.0,16.5338249,-133.71292
1936,983500000.0,16.5308447,-135.14046
1937,984000000.0,16.5270319,-136.57277
1938,984500000.0,16.5232849,-137.98129
1939,985000000.0,16.5204668,-139.38644
1940,985500000.0,16.5224705,-140.81055
1941,986000000.0,16.5132694,-142.23759
1942,986500000.0,16.5109797,-143.65031
1943,987000000.0,16.508481,-145.06827
1944,987500000.0,16.5088024,-146.49034
1945,988000000.0,16.5026221,-147.89156
1946,988500000.0,16.4991899,-149.31229
1947,989000000.0,16.4951143,-150.75533
1948,989500000.0,16.4916549,-152.16074
1949,990000000.0,16.488672700000002,-153.59981
1950,990500000.0,16.4847741,-154.99748
1951,991000000.0,16.4821091,-156.42467
1952,991500000.0,16.4784231,-157.84171
1953,992000000.0,16.4715919,-159.26047
1954,992500000.0,16.4720101,-160.6806
1955,993000000.0,16.4672461,-162.10687
1956,993500000.0,16.4635124,-163.51909
1957,994000000.0,16.4600444,-164.93561
1958,994500000.0,16.4580998,-166.35777
1959,995000000.0,16.4502783,-167.7818
1960,995500000.0,16.4489002,-169.21703
1961,996000000.0,16.446754,-170.62511
1962,996500000.0,16.4420924,-172.04124
1963,997000000.0,16.441207900000002,-173.47345
1964,997500000.0,16.4355397,-174.9073
1965,998000000.0,16.4329696,-176.3244
1966,998500000.0,16.4288468,-177.73557
1967,999000000.0,16.424378400000002,-179.16017
1968,999500000.0,16.4185653,179.40987
1969,1000000000.0,16.418054599999998,177.97571
1970,1000500000.0,16.4120169,176.56657
1971,1001000000.0,16.4106121,175.1268
1972,1001500000.0,16.4059386,173.72418
1973,1002000000.0,16.4011068,172.29584
1974,1002500000.0,16.396036600000002,170.87021
1975,1003000000.0,16.3926735,169.4464
1976,1003500000.0,16.3899169,168.02739
1977,1004000000.0,16.384819,166.61092
1978,1004500000.0,16.3811526,165.1769
1979,1005000000.0,16.3773732,163.7511
1980,1005500000.0,16.370574,162.33371
1981,1006000000.0,16.3674498,160.91669
1982,1006500000.0,16.3652258,159.50313
1983,1007000000.0,16.36168,158.0639
1984,1007500000.0,16.3581014,156.64635
1985,1008000000.0,16.3524485,155.22122
1986,1008500000.0,16.3455195,153.81503
1987,1009000000.0,16.3412099,152.37123
1988,1009500000.0,16.3387384,150.95514
1989,1010000000.0,16.3359804,149.52432
1990,1010500000.0,16.3323493,148.0977
1991,1011000000.0,16.3259072,146.67845
1992,1011500000.0,16.3217201,145.27213
1993,1012000000.0,16.3184304,143.86539
1994,1012500000.0,16.3105445,142.42986
1995,1013000000.0,16.3088045,140.98868
1996,1013500000.0,16.3017945,139.58546
1997,1014000000.0,16.3003654,138.15353
1998,1014500000.0,16.295332000000002,136.7215
1999,1015000000.0,16.2899027,135.31915
2000,1015500000.0,16.2859597,133.90947
2001,1016000000.0,16.2793612,132.47015
2002,1016500000.0,16.2760901,131.05083
2003,1017000000.0,16.2710705,129.62544
2004,1017500000.0,16.2659931,128.21539
2005,1018000000.0,16.2610302,126.78528
2006,1018500000.0,16.2575874,125.36813
2007,1019000000.0,16.250051,123.94858
2008,1019500000.0,16.2491322,122.53215
2009,1020000000.0,16.2408857,121.09834
2010,1020500000.0,16.236743,119.6897
2011,1021000000.0,16.2366943,118.25381
2012,1021500000.0,16.228344,116.84232
2013,1022000000.0,16.2235479,115.42547
2014,1022500000.0,16.219906299999998,114.03198
2015,1023000000.0,16.2123342,112.59508
2016,1023500000.0,16.2113547,111.15777
2017,1024000000.0,16.204886000000002,109.76086
2018,1024500000.0,16.2007623,108.32973
2019,1025000000.0,16.1947112,106.89849
2020,1025500000.0,16.1903477,105.48315
2021,1026000000.0,16.187501,104.07101
2022,1026500000.0,16.1816649,102.66072
2023,1027000000.0,16.1754422,101.25178
2024,1027500000.0,16.1703835,99.82209
2025,1028000000.0,16.1682725,98.382126
2026,1028500000.0,16.1607766,96.984406
2027,1029000000.0,16.1554341,95.571304
2028,1029500000.0,16.1521254,94.140366
2029,1030000000.0,16.146224,92.733719
2030,1030500000.0,16.1416674,91.309494
2031,1031000000.0,16.1380434,89.907272
2032,1031500000.0,16.1328487,88.465942
2033,1032000000.0,16.125912200000002,87.06443
2034,1032500000.0,16.1234641,85.638855
2035,1033000000.0,16.118662399999998,84.228035
2036,1033500000.0,16.113008999999998,82.807571
2037,1034000000.0,16.1094646,81.376625
2038,1034500000.0,16.1028895,79.967094
2039,1035000000.0,16.1007252,78.55024
2040,1035500000.0,16.0927987,77.133873
2041,1036000000.0,16.088007,75.713722
2042,1036500000.0,16.083632,74.31675
2043,1037000000.0,16.0795217,72.892311
2044,1037500000.0,16.0753551,71.471802
2045,1038000000.0,16.070487,70.050774
2046,1038500000.0,16.0658336,68.642685
2047,1039000000.0,16.0611286,67.227951
2048,1039500000.0,16.0558147,65.80442
2049,1040000000.0,16.053731,64.403534
2050,1040500000.0,16.0475745,62.969162
2051,1041000000.0,16.0437903,61.561596
2052,1041500000.0,16.0379519,60.160095
2053,1042000000.0,16.031236200000002,58.731922
2054,1042500000.0,16.026289900000002,57.338947
2055,1043000000.0,16.0237722,55.911541
2056,1043500000.0,16.0170922,54.492142
2057,1044000000.0,16.0122552,53.094852
2058,1044500000.0,16.0092287,51.67614
2059,1045000000.0,16.0043049,50.275742
2060,1045500000.0,15.9977026,48.847118
2061,1046000000.0,15.9954906,47.453362
2062,1046500000.0,15.992722,46.008816
2063,1047000000.0,15.988943599999999,44.595028
2064,1047500000.0,15.981950300000001,43.192932
2065,1048000000.0,15.9776883,41.764523
2066,1048500000.0,15.972579,40.362225
2067,1049000000.0,15.9682617,38.952488
2068,1049500000.0,15.9674602,37.517719
2069,1050000000.0,15.9586592,36.113613
2070,1050500000.0,15.9532638,34.709728
2071,1051000000.0,15.9489317,33.286076
2072,1051500000.0,15.9442801,31.869608
2073,1052000000.0,15.9388447,30.458652
2074,1052500000.0,15.9377508,29.061512
2075,1053000000.0,15.931179499999999,27.63307
2076,1053500000.0,15.9249468,26.223074
2077,1054000000.0,15.9240308,24.808008
2078,1054500000.0,15.9181809,23.40761
2079,1055000000.0,15.9144855,21.974033
2080,1055500000.0,15.9094353,20.575504
2081,1056000000.0,15.9072189,19.15564
2082,1056500000.0,15.901014799999999,17.751675
2083,1057000000.0,15.8952823,16.324265
2084,1057500000.0,15.8925982,14.910771
2085,1058000000.0,15.8898635,13.498792
2086,1058500000.0,15.884259199999999,12.07925
2087,1059000000.0,15.878858600000001,10.652074
2088,1059500000.0,15.8768444,9.2316284
2089,1060000000.0,15.8694873,7.8337722
2090,1060500000.0,15.8647804,6.4391956
2091,1061000000.0,15.8627687,5.012116
2092,1061500000.0,15.8591681,3.5975306
2093,1062000000.0,15.852925800000001,2.1547999
2094,1062500000.0,15.850470999999999,0.76276815
2095,1063000000.0,15.8463292,-0.63503647
2096,1063500000.0,15.8401299,-2.0785396
2097,1064000000.0,15.8377442,-3.5111322
2098,1064500000.0,15.8315077,-4.9094353
2099,1065000000.0,15.8300977,-6.2997956
2100,1065500000.0,15.8217874,-7.7465582
2101,1066000000.0,15.821311,-9.1640987
2102,1066500000.0,15.81673,-10.573359
2103,1067000000.0,15.810848199999999,-11.989696
2104,1067500000.0,15.8042316,-13.384871
2105,1068000000.0,15.8024354,-14.796936
2106,1068500000.0,15.7958465,-16.226305
2107,1069000000.0,15.7955818,-17.646254
2108,1069500000.0,15.7863712,-19.049959
2109,1070000000.0,15.782764,-20.464123
2110,1070500000.0,15.778542,-21.882904
2111,1071000000.0,15.7738485,-23.300968
2112,1071500000.0,15.7739129,-24.703901
2113,1072000000.0,15.7666187,-26.149044
2114,1072500000.0,15.763413400000001,-27.548172
2115,1073000000.0,15.7567229,-28.955816
2116,1073500000.0,15.7540245,-30.387197
2117,1074000000.0,15.751368,-31.770496
2118,1074500000.0,15.745173900000001,-33.192215
2119,1075000000.0,15.740938700000001,-34.641182
2120,1075500000.0,15.7367749,-36.047203
2121,1076000000.0,15.7327113,-37.464767
2122,1076500000.0,15.7262101,-38.867649
2123,1077000000.0,15.7237487,-40.291592
2124,1077500000.0,15.7189932,-41.698715
2125,1078000000.0,15.714975800000001,-43.120415
2126,1078500000.0,15.7119918,-44.540779
2127,1079000000.0,15.7094293,-45.943409
2128,1079500000.0,15.7032247,-47.353191
2129,1080000000.0,15.6984448,-48.779144
2130,1080500000.0,15.692288399999999,-50.192692
2131,1081000000.0,15.6895819,-51.580498
2132,1081500000.0,15.6838059,-53.008415
2133,1082000000.0,15.6793914,-54.431091
2134,1082500000.0,15.673975,-55.857166
2135,1083000000.0,15.67202,-57.257259
2136,1083500000.0,15.666130500000001,-58.677113
2137,1084000000.0,15.6623907,-60.085182
2138,1084500000.0,15.6577077,-61.503738
2139,1085000000.0,15.6524949,-62.918358
2140,1085500000.0,15.6481242,-64.33918
2141,1086000000.0,15.6461048,-65.752159
2142,1086500000.0,15.641684099999999,-67.152702
2143,1087000000.0,15.6359901,-68.568176
2144,1087500000.0,15.6329279,-69.996445
2145,1088000000.0,15.6283317,-71.409355
2146,1088500000.0,15.6241107,-72.830925
2147,1089000000.0,15.6163564,-74.24128
2148,1089500000.0,15.6149569,-75.65638
2149,1090000000.0,15.607942099999999,-77.071609
2150,1090500000.0,15.6026859,-78.492027
2151,1091000000.0,15.6011939,-79.896469
2152,1091500000.0,15.5938611,-81.331581
2153,1092000000.0,15.5886388,-82.71907
2154,1092500000.0,15.585095899999999,-84.135704
2155,1093000000.0,15.5797501,-85.531464
2156,1093500000.0,15.576835599999999,-86.961967
2157,1094000000.0,15.569509,-88.369102
2158,1094500000.0,15.5701246,-89.783997
2159,1095000000.0,15.5642037,-91.196075
2160,1095500000.0,15.557014500000001,-92.623405
2161,1096000000.0,15.5538125,-94.026337
2162,1096500000.0,15.5473056,-95.44236
2163,1097000000.0,15.545550800000001,-96.856689
2164,1097500000.0,15.5387945,-98.270836
2165,1098000000.0,15.534136799999999,-99.683418
2166,1098500000.0,15.5276556,-101.0873
2167,1099000000.0,15.5264406,-102.50786
2168,1099500000.0,15.5220728,-103.91917
2169,1100000000.0,15.5154161,-105.34435
2170,1100500000.0,15.511791200000001,-106.76892
2171,1101000000.0,15.505815,-108.16675
2172,1101500000.0,15.503249199999999,-109.5791
2173,1102000000.0,15.500421,-110.9882
2174,1102500000.0,15.4925113,-112.40086
2175,1103000000.0,15.489179100000001,-113.83055
2176,1103500000.0,15.482260700000001,-115.22791
2177,1104000000.0,15.4780898,-116.64364
2178,1104500000.0,15.473388199999999,-118.04505
2179,1105000000.0,15.4694519,-119.47343
2180,1105500000.0,15.464234399999999,-120.86274
2181,1106000000.0,15.4604897,-122.27989
2182,1106500000.0,15.4558024,-123.69308
2183,1107000000.0,15.4497046,-125.11317
2184,1107500000.0,15.447609400000001,-126.51385
2185,1108000000.0,15.441085300000001,-127.92211
2186,1108500000.0,15.4371753,-129.32986
2187,1109000000.0,15.434642799999999,-130.74709
2188,1109500000.0,15.4269342,-132.16356
2189,1110000000.0,15.4226627,-133.57355
2190,1110500000.0,15.4162307,-134.98875
2191,1111000000.0,15.413760199999999,-136.40286
2192,1111500000.0,15.408583199999999,-137.78671
2193,1112000000.0,15.4034672,-139.20499
2194,1112500000.0,15.3990145,-140.62045
2195,1113000000.0,15.392845600000001,-142.02817
2196,1113500000.0,15.391246299999999,-143.43492
2197,1114000000.0,15.385526200000001,-144.84073
2198,1114500000.0,15.381039099999999,-146.259
2199,1115000000.0,15.3778915,-147.66388
2200,1115500000.0,15.372406,-149.07645
2201,1116000000.0,15.3689723,-150.50641
2202,1116500000.0,15.3640246,-151.90277
2203,1117000000.0,15.358656400000001,-153.29881
2204,1117500000.0,15.3563995,-154.72438
2205,1118000000.0,15.352736499999999,-156.1338
2206,1118500000.0,15.346365500000001,-157.53304
2207,1119000000.0,15.344287399999999,-158.93398
2208,1119500000.0,15.3352885,-160.36235
2209,1120000000.0,15.3339281,-161.76028
2210,1120500000.0,15.329123,-163.16852
2211,1121000000.0,15.3254848,-164.59888
2212,1121500000.0,15.322246100000001,-165.98227
2213,1122000000.0,15.314568999999999,-167.40619
2214,1122500000.0,15.310894000000001,-168.79742
2215,1123000000.0,15.3068504,-170.21106
2216,1123500000.0,15.302680500000001,-171.61601
2217,1124000000.0,15.3002,-173.02777
2218,1124500000.0,15.2946081,-174.44652
2219,1125000000.0,15.2889452,-175.85234
2220,1125500000.0,15.2875218,-177.26723
2221,1126000000.0,15.282325700000001,-178.66066
2222,1126500000.0,15.2773509,179.94263
2223,1127000000.0,15.2730255,178.53471
2224,1127500000.0,15.2720227,177.11977
2225,1128000000.0,15.2687855,175.7112
2226,1128500000.0,15.260207699999999,174.29674
2227,1129000000.0,15.259917699999999,172.88094
2228,1129500000.0,15.2543015,171.48172
2229,1130000000.0,15.2499766,170.06888
2230,1130500000.0,15.245648899999999,168.66934
2231,1131000000.0,15.2445889,167.26515
2232,1131500000.0,15.2373943,165.85086
2233,1132000000.0,15.2348962,164.45276
2234,1132500000.0,15.2301702,163.05672
2235,1133000000.0,15.228367800000001,161.63849
2236,1133500000.0,15.223948,160.23059
2237,1134000000.0,15.218992199999999,158.82483
2238,1134500000.0,15.2150474,157.41719
2239,1135000000.0,15.2153649,156.03633
2240,1135500000.0,15.2101398,154.61327
2241,1136000000.0,15.2041273,153.2003
2242,1136500000.0,15.202805999999999,151.78275
2243,1137000000.0,15.1970601,150.38377
2244,1137500000.0,15.1917696,148.97609
2245,1138000000.0,15.195209,147.55011
2246,1138500000.0,15.1882181,146.14771
2247,1139000000.0,15.184332399999999,144.76816
2248,1139500000.0,15.1825562,143.34709
2249,1140000000.0,15.1761131,141.93767
2250,1140500000.0,15.1710668,140.5367
2251,1141000000.0,15.1698322,139.1077
2252,1141500000.0,15.1688209,137.71962
2253,1142000000.0,15.162334000000001,136.32315
2254,1142500000.0,15.160712199999999,134.90793
2255,1143000000.0,15.1574574,133.48503
2256,1143500000.0,15.152647,132.07584
2257,1144000000.0,15.146610299999999,130.68494
2258,1144500000.0,15.1457357,129.26688
2259,1145000000.0,15.145027200000001,127.85728
2260,1145500000.0,15.1413522,126.45617
2261,1146000000.0,15.1359072,125.02948
2262,1146500000.0,15.134233,123.64008
2263,1147000000.0,15.131813000000001,122.2357
2264,1147500000.0,15.1264462,120.80295
2265,1148000000.0,15.125311400000001,119.4023
2266,1148500000.0,15.1201396,118.01057
2267,1149000000.0,15.1199207,116.577
2268,1149500000.0,15.1154871,115.16139
2269,1150000000.0,15.1153984,113.77296
2270,1150500000.0,15.1097593,112.35802
2271,1151000000.0,15.1054325,110.95747
2272,1151500000.0,15.1032858,109.53918
2273,1152000000.0,15.0998664,108.11883
2274,1152500000.0,15.0968757,106.71519
2275,1153000000.0,15.0927997,105.30809
2276,1153500000.0,15.092164499999999,103.89883
2277,1154000000.0,15.0888987,102.48607
2278,1154500000.0,15.0839982,101.07183
2279,1155000000.0,15.0834088,99.653275
2280,1155500000.0,15.0795145,98.245201
2281,1156000000.0,15.0765896,96.831169
2282,1156500000.0,15.0729527,95.434639
2283,1157000000.0,15.0703716,94.017075
2284,1157500000.0,15.0694818,92.598961
2285,1158000000.0,15.0643344,91.183426
2286,1158500000.0,15.061416600000001,89.756683
2287,1159000000.0,15.0557652,88.36335
2288,1159500000.0,15.0561194,86.943207
2289,1160000000.0,15.0519786,85.532463
2290,1160500000.0,15.050076,84.116127
2291,1161000000.0,15.0467877,82.706032
2292,1161500000.0,15.0456896,81.291351
2293,1162000000.0,15.0443716,79.886711
2294,1162500000.0,15.0375805,78.465378
2295,1163000000.0,15.0340247,77.058083
2296,1163500000.0,15.0320196,75.630539
2297,1164000000.0,15.029079,74.22139
2298,1164500000.0,15.026325700000001,72.792519
2299,1165000000.0,15.0227342,71.393814
2300,1165500000.0,15.0188465,69.977478
2301,1166000000.0,15.0163627,68.575607
2302,1166500000.0,15.0137544,67.146515
2303,1167000000.0,15.0121741,65.721481
2304,1167500000.0,15.007108200000001,64.323387
2305,1168000000.0,15.0046115,62.881878
2306,1168500000.0,15.002114299999999,61.490124
2307,1169000000.0,14.999740599999999,60.042999
2308,1169500000.0,14.9935489,58.646832
2309,1170000000.0,14.9937224,57.223244
2310,1170500000.0,14.9902749,55.803013
2311,1171000000.0,14.987156899999999,54.389694
2312,1171500000.0,14.9819183,52.986931
2313,1172000000.0,14.979804,51.547386
2314,1172500000.0,14.978385,50.137657
2315,1173000000.0,14.973229400000001,48.717533
2316,1173500000.0,14.967188799999999,47.31356
2317,1174000000.0,14.9642987,45.868324
2318,1174500000.0,14.961566399999999,44.478111
2319,1175000000.0,14.957859,43.052303
2320,1175500000.0,14.9588647,41.632832
2321,1176000000.0,14.9540658,40.222885
2322,1176500000.0,14.948161599999999,38.804298
2323,1177000000.0,14.9520082,37.390751
2324,1177500000.0,14.945498,35.972797
2325,1178000000.0,14.9406343,34.541645
2326,1178500000.0,14.9387197,33.137867
2327,1179000000.0,14.9326553,31.702972
2328,1179500000.0,14.9291005,30.308264
2329,1180000000.0,14.9227843,28.86952
2330,1180500000.0,14.9215288,27.472198
2331,1181000000.0,14.9160676,26.048594
2332,1181500000.0,14.916316,24.614033
2333,1182000000.0,14.912055500000001,23.195866
2334,1182500000.0,14.9081388,21.781605
2335,1183000000.0,14.9027615,20.362831
2336,1183500000.0,14.8990383,18.97423
2337,1184000000.0,14.8966541,17.53035
2338,1184500000.0,14.889457199999999,16.121941
2339,1185000000.0,14.8857894,14.700546
2340,1185500000.0,14.887898400000001,13.291378
2341,1186000000.0,14.8788247,11.855304
2342,1186500000.0,14.8776431,10.435961
2343,1187000000.0,14.8735189,9.0323
2344,1187500000.0,14.8684435,7.6217637
2345,1188000000.0,14.864429000000001,6.1862388
2346,1188500000.0,14.862813,4.7747331
2347,1189000000.0,14.8587666,3.3560448
2348,1189500000.0,14.854856999999999,1.9265757
2349,1190000000.0,14.8484406,0.51570112
2350,1190500000.0,14.8476996,-0.91320902
2351,1191000000.0,14.8425775,-2.3128231
2352,1191500000.0,14.8383584,-3.7403972
2353,1192000000.0,14.8327899,-5.1538591
2354,1192500000.0,14.8284287,-6.5726953
2355,1193000000.0,14.8240395,-7.9809141
2356,1193500000.0,14.821417799999999,-9.3943424
2357,1194000000.0,14.818653099999999,-10.835283
2358,1194500000.0,14.8132486,-12.252894
2359,1195000000.0,14.8088031,-13.659351
2360,1195500000.0,14.8046012,-15.081266
2361,1196000000.0,14.800591,-16.485765
2362,1196500000.0,14.7983966,-17.914204
2363,1197000000.0,14.790957500000001,-19.313681
2364,1197500000.0,14.7892733,-20.752739
2365,1198000000.0,14.7839985,-22.169243
2366,1198500000.0,14.7787991,-23.5445
2367,1199000000.0,14.7779179,-24.982407
